ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Zip Codes
262915044,02/02/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,S,120,0,25-44,M,WHITE,962120,168430,40.62895029,-74.07972582,POINT (-74.07972582 40.62895029),4,1,13,74,10691
262898616,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,Q,114,0,45-64,M,BLACK,1007694,219656,40.769552,-73.915361,POINT (-73.915361 40.769552),39,3,4,72,16860
262902093,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,84,0,25-44,M,BLACK,988897,192631,40.695404,-73.983239,POINT (-73.983239 40.695404),68,2,48,54,16865
262925906,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,112,0,25-44,M,WHITE,1025907,202345,40.721971,-73.849715,POINT (-73.849715 40.721971),40,3,28,70,14786
262925905,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,105,0,18-24,M,BLACK,1052942,187116,40.680001,-73.752339,POINT (-73.752339 40.680001),63,3,47,63,15313
262922732,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,40,0,45-64,M,WHITE,1006049,236658,40.81622031,-73.92124565,POINT (-73.92124565 40.81622031),49,5,43,23,10929
262925888,02/02/2023,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,K,61,0,25-44,M,BLACK,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054),32,2,15,36,18183
262902116,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0,45-64,M,BLACK,962808,174275,40.644996,-74.077263,POINT (-74.077263 40.644996),4,1,13,74,10369
262937901,02/02/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,88,0,25-44,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614),68,2,48,51,17212
262929297,02/02/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,Q,106,0,18-24,M,BLACK,1036465,185358,40.67528761,-73.81175874,POINT (-73.81175874 40.67528761),62,3,46,64,24016
262937430,02/02/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,M,24,2,45-64,M,BLACK,992592,228822,40.79473561,-73.96987216,POINT (-73.96987216 40.79473561),20,4,23,15,12422
262917081,02/02/2023,199,AGGRAVATED CRIMINAL CONTEMPT,126,MISCELLANEOUS PENAL LAW,PL 2155201,F,M,7,0,25-44,M,BLACK,988848,200323,40.716517,-73.983411,POINT (-73.983411 40.716517),70,4,32,4,11723
262937899,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,79,0,45-64,M,BLACK,997241,193691,40.698304,-73.953147,POINT (-73.953147 40.698304),69,2,49,51,17213
262938156,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,M,23,0,25-44,M,BLACK,999230,224821,40.783746,-73.945906,POINT (-73.945906 40.783746),23,4,1,11,10099
262919167,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,Q,103,0,45-64,M,BLACK,1037831,194658,40.70080575,-73.8067602,POINT (-73.8067602 40.70080575),41,3,6,61,24670
262922749,02/02/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,K,77,0,25-44,M,BLACK,1004138,183062,40.669117,-73.928305,POINT (-73.928305 40.669117),16,2,17,49,17615
262932092,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,26,0,25-44,M,BLACK,995794,236458,40.81569072,-73.95829474,POINT (-73.95829474 40.81569072),37,4,23,17,12424
262929235,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,43,0,25-44,M,WHITE,1023027,236742,40.816395,-73.859908,POINT (-73.859908 40.816395),58,5,31,26,11611
262892230,02/02/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,K,75,0,25-44,M,BLACK,1012522,180392,40.661767,-73.898093,POINT (-73.898093 40.661767),45,2,25,47,17214
262932108,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,114,0,25-44,M,BLACK,1007694,219656,40.769552,-73.915361,POINT (-73.915361 40.769552),39,3,4,72,16860
262932112,02/02/2023,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,104,0,18-24,M,BLACK,1013701,195936,40.7044350296655,-73.8937807141634,POINT (-73.8937807141634 40.7044350296655),54,3,34,62,15310
262883727,02/02/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,B,42,1,25-44,M,WHITE,1015306,244374,40.83737082,-73.88776673,POINT (-73.88776673 40.83737082),34,5,43,25,11269
262937882,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,43,0,25-44,M,BLACK,1023479,238790,40.82201184,-73.85826303,POINT (-73.85826303 40.82201184),58,5,31,26,11611
262889789,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,40,0,25-44,M,BLACK,1005040,234533,40.810391,-73.924895,POINT (-73.924895 40.810391),49,5,35,23,10932
262919134,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,46,0,25-44,M,BLACK,1007560,249063,40.850266,-73.91574,POINT (-73.91574 40.850266),6,5,29,29,10931
262909197,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,M,10,0,25-44,M,BLACK,983937,209486,40.74166724,-74.00112952,POINT (-74.00112952 40.74166724),12,4,10,6,12074
262902114,02/02/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,101,0,25-44,M,BLACK,1053648,158969,40.60274,-73.750081,POINT (-73.750081 40.60274),51,3,47,59,20529
262938141,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,0,45-64,M,BLACK,1011053,182428,40.66736,-73.903382,POINT (-73.903382 40.66736),55,2,25,46,17614
262955267,02/02/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,90,0,25-44,M,BLACK,997581,194851,40.70148767,-73.95192131,POINT (-73.95192131 40.70148767),36,2,38,56,17213
262937423,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,75,0,18-24,M,BLACK,1020930,185590,40.676003,-73.867763,POINT (-73.867763 40.676003),45,2,25,47,17215
262902109,02/02/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,Q,113,0,25-44,M,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077),41,3,46,71,24669
262911973,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 160102A,F,Q,103,0,25-44,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439),41,3,6,61,24340
262929270,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,5,2,25-44,M,WHITE,984474,198615,40.711829,-73.99919,POINT (-73.99919 40.711829),70,4,32,2,13096
262889799,02/02/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,84,0,18-24,M,BLACK,988897,192631,40.695404,-73.983239,POINT (-73.983239 40.695404),68,2,48,54,16865
262855271,02/02/2023,508,"DRUG PARAPHERNALIA,   POSSESSE",235,DANGEROUS DRUGS,PL 2205002,M,K,67,0,18-24,M,BLACK,998589,177083,40.652719,-73.948321,POINT (-73.948321 40.652719),61,2,11,40,13510
262922743,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,K,73,0,25-44,M,BLACK,1010140,183016,40.66897548,-73.90667237,POINT (-73.90667237 40.66897548),55,2,17,46,17614
262932082,02/02/2023,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,K,71,0,25-44,M,BLACK,1003938,181924,40.665996,-73.929029,POINT (-73.929029 40.665996),17,2,17,44,17615
262915024,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,K,76,0,<18,M,BLACK,984110,188363,40.683691,-74.000504,POINT (-74.000504 40.683691),14,2,27,48,13514
262906295,02/02/2023,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,60,0,25-44,M,WHITE,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
262915043,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,S,120,0,45-64,M,WHITE,962976,171455,40.637257,-74.076649,POINT (-74.076649 40.637257),4,1,13,74,10369
262917099,02/02/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,Q,106,0,25-44,M,BLACK,1038635,185105,40.674581,-73.803937,POINT (-73.803937 40.674581),62,3,46,64,24016
262925893,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,13,0,25-44,M,WHITE,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
262932070,02/02/2023,157,RAPE 1,104,RAPE,PL 1303501,F,B,40,2,25-44,M,BLACK,1005028,234516,40.8103518634571,-73.924942325642,POINT (-73.924942325642 40.8103518634571),49,5,35,23,10932
262925887,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,73,0,25-44,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
262898600,02/02/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,75,0,25-44,M,BLACK,1014302,181610,40.665105,-73.891673,POINT (-73.891673 40.665105),45,2,25,47,17214
262904515,02/02/2023,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,K,73,0,45-64,M,BLACK,1007609,189185,40.685917,-73.915773,POINT (-73.915773 40.685917),42,2,37,53,13516
262887949,02/02/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,77,0,25-44,M,BLACK,1003508,185056,40.674593,-73.930572,POINT (-73.930572 40.674593),16,2,49,49,17615
262883181,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,104,0,25-44,M,BLACK,1012712,192176,40.69410969,-73.8973622,POINT (-73.8973622 40.69410969),54,3,34,62,15310
262917063,02/02/2023,760,"BRIBERY,PUBLIC ADMINISTRATION",126,MISCELLANEOUS PENAL LAW,PL 2154002,F,B,42,2,45-64,M,BLACK,1011897,242507,40.832259,-73.900091,POINT (-73.900091 40.832259),34,5,42,25,10934
262904516,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,94,0,<18,M,BLACK,998469,201679,40.72023,-73.948704,POINT (-73.948704 40.72023),36,2,38,57,18182
262919159,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,65+,M,BLACK,997439,233857,40.80855,-73.952355,POINT (-73.952355 40.80855),18,4,36,18,12424
262917061,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 2052502,F,B,41,72,25-44,M,BLACK,1017933,232222,40.804008,-73.878333,POINT (-73.878333 40.804008),8,5,43,24,12343
262937434,02/02/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,105,0,25-44,M,BLACK,1056749,185488,40.67550155,-73.73863149,POINT (-73.73863149 40.67550155),63,3,47,63,15313
262929241,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,62,0,25-44,M,WHITE,983289,158770,40.602464,-74.00346,POINT (-74.00346 40.602464),1,2,44,37,17616
262937881,02/02/2023,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004B,M,B,52,0,25-44,M,BLACK,1017273,255924,40.869067,-73.8806,POINT (-73.8806 40.869067),24,5,40,34,10936
262911964,02/02/2023,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,COR0168E03,F,M,5,0,45-64,M,BLACK,983903,200257,40.716337,-74.001251,POINT (-74.001251 40.716337),56,4,32,2,12076
262902101,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,23,0,25-44,M,BLACK,998828,226859,40.789341,-73.947351,POINT (-73.947351 40.789341),7,4,35,14,12426
262909180,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,46,0,45-64,M,WHITE,1010360,248942,40.84992464,-73.90562327,POINT (-73.90562327 40.84992464),6,5,29,29,10935
262906333,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,115,3,65+,M,WHITE,1018623,214936,40.7565675846374,-73.8759315341335,POINT (-73.8759315341335 40.7565675846374),65,3,21,73,14511
262938152,02/02/2023,115,RECKLESS ENDANGERMENT 2,355,OFFENSES AGAINST THE PERSON,PL 1202000,M,M,1,0,25-44,M,WHITE,983426,202319,40.72199555,-74.00297269,POINT (-74.00297269 40.72199555),57,4,32,1,12076
262919161,02/02/2023,115,RECKLESS ENDANGERMENT 2,355,OFFENSES AGAINST THE PERSON,PL 1202000,M,M,17,0,45-64,M,WHITE,989168,212063,40.748741,-73.982248,POINT (-73.982248 40.748741),71,4,51,9,12078
262940624,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,109,0,18-24,M,WHITE,1046426,223895,40.780998,-73.77549,POINT (-73.77549 40.780998),22,3,20,67,14195
262904512,02/02/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,B,46,0,18-24,M,BLACK,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578),6,5,22,29,10935
262925892,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,M,28,0,18-24,M,BLACK,997788,229893,40.797671,-73.951103,POINT (-73.951103 40.797671),19,4,19,13,
262904529,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,71,0,25-44,M,BLACK,999005,181250,40.664154,-73.946814,POINT (-73.946814 40.664154),17,2,48,44,13509
262911977,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,BLACK,1039647,195586,40.70334171,-73.80020318,POINT (-73.80020318 40.70334171),41,3,24,61,24340
262929247,02/02/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,BLACK,1019779,185370,40.675403247516435,-73.87191357758088,POINT (-73.87191357758088 40.675403247516435),45,2,25,47,17215
262929256,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,13,0,25-44,M,WHITE,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
262889795,02/02/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,75,2,25-44,M,BLACK,1012448,182122,40.666515,-73.898355,POINT (-73.898355 40.666515),45,2,25,47,17214
262902104,02/02/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,34,0,25-44,M,BLACK,1006120,253924,40.863613,-73.920931,POINT (-73.920931 40.863613),47,4,39,22,13092
262882344,02/02/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,105,0,25-44,M,BLACK,1055738,198144,40.71024741,-73.74214195,POINT (-73.74214195 40.71024741),63,3,6,63,24338
262919142,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,70,0,45-64,M,BLACK,991626,169071,40.630736,-73.973423,POINT (-73.973423 40.630736),60,2,18,43,13513
262902108,02/02/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,Q,113,0,25-44,M,BLACK,1046399,187126,40.680077,-73.775929,POINT (-73.775929 40.680077),41,3,46,71,24669
262909196,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,M,10,0,25-44,M,BLACK,983937,209486,40.74166724,-74.00112952,POINT (-74.00112952 40.74166724),12,4,10,6,12074
262929296,02/02/2023,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,Q,111,0,45-64,M,WHITE,1045281,219002,40.767576,-73.779669,POINT (-73.779669 40.767576),26,3,20,69,14196
262937905,02/02/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,67,0,25-44,M,BLACK,997897,175676,40.648859,-73.95082,POINT (-73.95082 40.648859),61,2,11,40,13510
262917069,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,42,0,25-44,M,BLACK,1009389,239232,40.823278,-73.909167,POINT (-73.909167 40.823278),34,5,43,25,10929
262887961,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439),41,3,6,61,24340
262904518,02/02/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,62,0,25-44,M,BLACK,987154,157126,40.597952,-73.989539,POINT (-73.989539 40.597952),1,2,45,37,17616
262883724,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,40,0,25-44,M,BLACK,1008380,238218,40.820497,-73.912817,POINT (-73.912817 40.820497),49,5,43,23,10929
262898597,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553501,F,K,66,0,25-44,M,WHITE,986735,167242,40.625717,-73.991048,POINT (-73.991048 40.625717),2,2,18,39,16867
262856736,02/02/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,101,0,25-44,M,BLACK,1047075,156070,40.594831,-73.77378,POINT (-73.77378 40.594831),51,3,47,59,20529
262911972,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,108,0,25-44,M,BLACK,999023,211231,40.746447,-73.946683,POINT (-73.946683 40.746447),53,3,33,66,16858
262909186,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510C,F,B,44,0,45-64,M,BLACK,1008045,244746,40.838415,-73.914003,POINT (-73.914003 40.838415),50,5,42,27,10934
262939167,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,69,0,18-24,M,BLACK,1011153,173231,40.64211479980402,-73.90305977111639,POINT (-73.90305977111639 40.64211479980402),5,2,8,42,13827
262917076,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,75,0,45-64,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404),45,2,25,47,17215
262911962,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,M,10,0,25-44,M,BLACK,983937,209486,40.74166724,-74.00112952,POINT (-74.00112952 40.74166724),12,4,10,6,12074
262922756,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,33,0,45-64,M,BLACK,1001888,245600,40.840775,-73.936253,POINT (-73.936253 40.840775),47,4,39,21,13090
262906293,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,75,0,45-64,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404),45,2,25,47,17215
262882347,02/02/2023,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,112,0,25-44,M,WHITE,1025401,202586,40.7226409964758,-73.8515418216779,POINT (-73.8515418216779 40.7226409964758),40,3,28,70,14786
262917101,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,BLACK,1039647,195586,40.70334171,-73.80020318,POINT (-73.80020318 40.70334171),41,3,24,61,24340
262898599,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200002,M,K,75,0,25-44,M,BLACK,1014302,181610,40.665105,-73.891673,POINT (-73.891673 40.665105),45,2,25,47,17214
262902089,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,61,0,25-44,M,WHITE,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054),32,2,15,36,18183
262882345,02/02/2023,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,Q,113,0,18-24,M,BLACK,1044583,192218,40.694067,-73.782429,POINT (-73.782429 40.694067),41,3,6,71,24668
262892222,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,65+,M,BLACK,1008754,238895,40.822355,-73.911463,POINT (-73.911463 40.822355),34,5,43,25,10929
262922731,02/02/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1702500,F,B,42,0,25-44,M,BLACK,1011427,241254,40.828822,-73.901794,POINT (-73.901794 40.828822),34,5,43,25,10934
262883177,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,K,84,0,25-44,M,BLACK,988897,192631,40.695404,-73.983239,POINT (-73.983239 40.695404),68,2,48,54,16865
262882343,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,14,1,45-64,M,BLACK,986061,213320,40.75219043,-73.99346359,POINT (-73.99346359 40.75219043),11,4,10,8,11722
262906317,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,14,0,45-64,M,BLACK,985802,213780,40.753455,-73.994398,POINT (-73.994398 40.753455),12,4,10,8,11722
262939178,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,Q,109,0,18-24,M,WHITE,1046426,223895,40.780998,-73.77549,POINT (-73.77549 40.780998),22,3,20,67,14195
262917079,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,M,7,0,25-44,M,BLACK,988848,200323,40.716517,-73.983411,POINT (-73.983411 40.716517),70,4,32,4,11723
262925895,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,M,6,0,45-64,M,BLACK,986121,205580,40.73094604,-73.99324919,POINT (-73.99324919 40.73094604),57,4,50,3,11724
262932089,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,24,0,45-64,M,BLACK,993042,227779,40.791873,-73.968245,POINT (-73.968245 40.791873),20,4,19,15,12422
262938139,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,75,2,25-44,M,BLACK,1016570,179965,40.660583,-73.883505,POINT (-73.883505 40.660583),45,2,25,47,17214
262922762,02/02/2023,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,Q,103,0,25-44,M,BLACK,1036770,195578,40.70333729,-73.81057951,POINT (-73.81057951 40.70333729),41,3,24,61,24670
262917075,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 160102A,F,K,79,0,18-24,M,BLACK,999507,190206,40.688736,-73.944984,POINT (-73.944984 40.688736),69,2,49,51,17618
262932118,02/02/2023,490,"STOLEN PROPERTY 3,POSSESSION",232,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,Q,106,0,18-24,M,BLACK,1033722,189702,40.68722663839604,-73.8216156606155,POINT (-73.8216156606155 40.68722663839604),62,3,46,64,24015
262922741,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,60,0,25-44,M,WHITE,994446,151043,40.581249,-73.963292,POINT (-73.963292 40.581249),21,2,15,35,13826
262919162,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,Q,106,0,25-44,M,BLACK,1038768,185275,40.675048,-73.803455,POINT (-73.803455 40.675048),62,3,46,64,24016
262889791,02/02/2023,187,KIDNAPPING 1,124,KIDNAPPING & RELATED OFFENSES,PL 135252A,F,B,43,0,25-44,M,BLACK,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378),58,5,31,26,11611
262909187,02/02/2023,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155001,M,B,46,0,65+,M,BLACK,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578),6,5,22,29,10935
